time,parent,analyte,matrix,species,conc
2,metol,mesa,soil,BA,7.48E-07
2,metol,mesa,soil,BA,3.15E-07
2,metol,mesa,soil,BA,3.49E-06
2,metol,mesa,soil,BA,1.16E-06
2,metol,mesa,soil,BA,2.11E-06
4,metol,mesa,soil,BA,5.95E-07
4,metol,mesa,soil,BA,8.73E-07
4,metol,mesa,soil,BA,1.62E-06
4,metol,mesa,soil,BA,5.40E-07
4,metol,mesa,soil,BA,0
6,metol,mesa,soil,BA,9.27E-07
6,metol,mesa,soil,BA,2.11E-06
6,metol,mesa,soil,BA,3.05E-07
6,metol,mesa,soil,BA,0
6,metol,mesa,soil,BA,1.87E-06
8,metol,mesa,soil,BA,0
8,metol,mesa,soil,BA,8.14E-07
8,metol,mesa,soil,BA,3.28E-06
8,metol,mesa,soil,BA,9.20E-06
8,metol,mesa,soil,BA,0
10,metol,mesa,soil,BA,0
10,metol,mesa,soil,BA,4.02E-07
10,metol,mesa,soil,BA,1.13E-05
10,metol,mesa,soil,BA,1.73E-06
10,metol,mesa,soil,BA,8.62E-07
0,metol,moxa,soil,BA,5.50E-05
0,metol,moxa,soil,BA,4.36E-05
0,metol,moxa,soil,BA,3.72E-05
0,metol,moxa,soil,BA,2.32E-05
0,metol,moxa,soil,BA,7.52E-05
2,metol,moxa,soil,BA,1.03E-05
2,metol,moxa,soil,BA,4.07E-05
2,metol,moxa,soil,BA,3.34E-05
2,metol,moxa,soil,BA,1.79E-05
2,metol,moxa,soil,BA,1.68E-05
4,metol,moxa,soil,BA,2.84E-05
4,metol,moxa,soil,BA,2.14E-05
4,metol,moxa,soil,BA,1.16E-05
4,metol,moxa,soil,BA,2.42E-05
4,metol,moxa,soil,BA,1.04E-05
6,metol,moxa,soil,BA,3.17E-05
6,metol,moxa,soil,BA,4.25E-05
6,metol,moxa,soil,BA,1.91E-05
6,metol,moxa,soil,BA,1.89E-05
6,metol,moxa,soil,BA,5.25E-05
8,metol,moxa,soil,BA,1.28E-05
8,metol,moxa,soil,BA,1.38E-05
8,metol,moxa,soil,BA,1.16E-05
8,metol,moxa,soil,BA,2.73E-05
8,metol,moxa,soil,BA,3.12E-05
10,metol,moxa,soil,BA,3.52E-05
10,metol,moxa,soil,BA,3.36E-05
10,metol,moxa,soil,BA,1.12E-05
10,metol,moxa,soil,BA,1.86E-05
10,metol,moxa,soil,BA,2.16E-05
0,tdn,tdn,amphib,BA,0.705452479
0,tdn,tdn,amphib,BA,0.234413969
0,tdn,tdn,amphib,BA,0.579612536
0,tdn,tdn,amphib,BA,0.355740799
0,tdn,tdn,amphib,BA,0.656741344
2,tdn,tdn,amphib,BA,0.67893805
2,tdn,tdn,amphib,BA,1.101694818
2,tdn,tdn,amphib,BA,0.471731541
2,tdn,tdn,amphib,BA,0.355762936
2,tdn,tdn,amphib,BA,0.356340814
4,tdn,tdn,amphib,BA,1.070383806
4,tdn,tdn,amphib,BA,0.681923819
4,tdn,tdn,amphib,BA,1.020881176
4,tdn,tdn,amphib,BA,0.509585728
4,tdn,tdn,amphib,BA,3.217423384
6,tdn,tdn,amphib,BA,0.286638101
6,tdn,tdn,amphib,BA,0.294702812
6,tdn,tdn,amphib,BA,0.386336954
6,tdn,tdn,amphib,BA,0.440267136
6,tdn,tdn,amphib,BA,0.569826956
8,tdn,tdn,amphib,BA,0.556191253
8,tdn,tdn,amphib,BA,0.432994464
8,tdn,tdn,amphib,BA,0.676020901
8,tdn,tdn,amphib,BA,0.75550304
8,tdn,tdn,amphib,BA,0.264939632
10,tdn,tdn,amphib,BA,0.761585411
10,tdn,tdn,amphib,BA,0.227798267
10,tdn,tdn,amphib,BA,0.722003836
10,tdn,tdn,amphib,BA,0.693917992
10,tdn,tdn,amphib,BA,0.514549742
0,tdn,tdla,amphib,BA,0.148652688
0,tdn,tdla,amphib,BA,0.075980196
0,tdn,tdla,amphib,BA,0.207138928
0,tdn,tdla,amphib,BA,0.102656067
0,tdn,tdla,amphib,BA,0.161746131
2,tdn,tdla,amphib,BA,0.250117077
2,tdn,tdla,amphib,BA,0.141245592
2,tdn,tdla,amphib,BA,0.13995313
2,tdn,tdla,amphib,BA,0.081988325
2,tdn,tdla,amphib,BA,0.065757171
4,tdn,tdla,amphib,BA,0.239606332
4,tdn,tdla,amphib,BA,0.1972196
4,tdn,tdla,amphib,BA,0.306168799
4,tdn,tdla,amphib,BA,0.132702311
4,tdn,tdla,amphib,BA,0.216645233
6,tdn,tdla,amphib,BA,0.10215247
6,tdn,tdla,amphib,BA,0.09504755
6,tdn,tdla,amphib,BA,0.060027974
6,tdn,tdla,amphib,BA,0.089105187
6,tdn,tdla,amphib,BA,0.076197237
8,tdn,tdla,amphib,BA,0.148795645
8,tdn,tdla,amphib,BA,0.064613481
8,tdn,tdla,amphib,BA,0.113116219
8,tdn,tdla,amphib,BA,0.214836906
8,tdn,tdla,amphib,BA,0.066972058
10,tdn,tdla,amphib,BA,0.12539732
10,tdn,tdla,amphib,BA,0.083986634
10,tdn,tdla,amphib,BA,0.198515407
10,tdn,tdla,amphib,BA,0.124024639
10,tdn,tdla,amphib,BA,0.13424071
0,tdn,tdlb,amphib,BA,0.106950637
0,tdn,tdlb,amphib,BA,0.035705406
0,tdn,tdlb,amphib,BA,0.128540584
0,tdn,tdlb,amphib,BA,0.063149585
0,tdn,tdlb,amphib,BA,0.100533918
2,tdn,tdlb,amphib,BA,0.236954634
2,tdn,tdlb,amphib,BA,0.108795697
2,tdn,tdlb,amphib,BA,0.112258946
2,tdn,tdlb,amphib,BA,0.052606163
2,tdn,tdlb,amphib,BA,0.035866287
4,tdn,tdlb,amphib,BA,0.184921802
4,tdn,tdlb,amphib,BA,0.133233739
4,tdn,tdlb,amphib,BA,0.223084297
4,tdn,tdlb,amphib,BA,0.104395709
4,tdn,tdlb,amphib,BA,0.147898828
6,tdn,tdlb,amphib,BA,0.085736292
6,tdn,tdlb,amphib,BA,0.061880232
6,tdn,tdlb,amphib,BA,0.022119799
6,tdn,tdlb,amphib,BA,0.081173358
6,tdn,tdlb,amphib,BA,0.061889195
8,tdn,tdlb,amphib,BA,0.077483346
8,tdn,tdlb,amphib,BA,0.024276743
8,tdn,tdlb,amphib,BA,0.070806487
8,tdn,tdlb,amphib,BA,0.177877827
8,tdn,tdlb,amphib,BA,0.033870654
10,tdn,tdlb,amphib,BA,0.101421807
10,tdn,tdlb,amphib,BA,0.047615173
10,tdn,tdlb,amphib,BA,0.167934972
10,tdn,tdlb,amphib,BA,0.083532969
10,tdn,tdlb,amphib,BA,0.104291534
0,tdn,tdn,soil,BA,4.623967642
0,tdn,tdn,soil,BA,4.576445003
0,tdn,tdn,soil,BA,4.945654456
0,tdn,tdn,soil,BA,2.883188373
0,tdn,tdn,soil,BA,3.813555416
2,tdn,tdn,soil,BA,4.002153511
2,tdn,tdn,soil,BA,4.565613817
2,tdn,tdn,soil,BA,3.940878794
2,tdn,tdn,soil,BA,3.048173056
2,tdn,tdn,soil,BA,2.12684801
4,tdn,tdn,soil,BA,6.019197262
4,tdn,tdn,soil,BA,3.720045765
4,tdn,tdn,soil,BA,3.940413307
4,tdn,tdn,soil,BA,5.296550596
4,tdn,tdn,soil,BA,6.945352858
6,tdn,tdn,soil,BA,3.602278375
6,tdn,tdn,soil,BA,3.750249506
6,tdn,tdn,soil,BA,6.322726358
6,tdn,tdn,soil,BA,4.897593016
6,tdn,tdn,soil,BA,4.591640691
8,tdn,tdn,soil,BA,5.459072604
8,tdn,tdn,soil,BA,4.507937226
8,tdn,tdn,soil,BA,5.011321534
8,tdn,tdn,soil,BA,3.31837221
8,tdn,tdn,soil,BA,5.387182037
10,tdn,tdn,soil,BA,4.821906293
10,tdn,tdn,soil,BA,3.750142848
10,tdn,tdn,soil,BA,3.640657566
10,tdn,tdn,soil,BA,3.0485444
10,tdn,tdn,soil,BA,3.77031985
0,tdn,tdla,soil,BA,0.026368821
0,tdn,tdla,soil,BA,0.022151675
0,tdn,tdla,soil,BA,0.012864544
0,tdn,tdla,soil,BA,0.020264758
0,tdn,tdla,soil,BA,0.02202827
2,tdn,tdla,soil,BA,0.030903201
2,tdn,tdla,soil,BA,0.02120876
2,tdn,tdla,soil,BA,0.02847303
2,tdn,tdla,soil,BA,0.014166198
2,tdn,tdla,soil,BA,0.020179693
4,tdn,tdla,soil,BA,0.027962106
4,tdn,tdla,soil,BA,0.023579696
4,tdn,tdla,soil,BA,0.022956506
4,tdn,tdla,soil,BA,0.025930024
4,tdn,tdla,soil,BA,0.020778298
6,tdn,tdla,soil,BA,0.024394488
6,tdn,tdla,soil,BA,0.019495126
6,tdn,tdla,soil,BA,0.014436236
6,tdn,tdla,soil,BA,0.013192538
6,tdn,tdla,soil,BA,0.017199661
8,tdn,tdla,soil,BA,0.012759058
8,tdn,tdla,soil,BA,0.02249402
8,tdn,tdla,soil,BA,0.018225424
8,tdn,tdla,soil,BA,0.014066677
8,tdn,tdla,soil,BA,0.00820022
10,tdn,tdla,soil,BA,0.020068948
10,tdn,tdla,soil,BA,0.024129838
10,tdn,tdla,soil,BA,0.018718821
10,tdn,tdla,soil,BA,0.020123166
10,tdn,tdla,soil,BA,0.013655134
0,tdn,tdlb,soil,BA,0.027285325
0,tdn,tdlb,soil,BA,0.026915678
0,tdn,tdlb,soil,BA,0.013887524
0,tdn,tdlb,soil,BA,0.029278646
0,tdn,tdlb,soil,BA,0.028446898
2,tdn,tdlb,soil,BA,0.046683854
2,tdn,tdlb,soil,BA,0.028327976
2,tdn,tdlb,soil,BA,0.039089768
2,tdn,tdlb,soil,BA,0.017791712
2,tdn,tdlb,soil,BA,0.023431226
4,tdn,tdlb,soil,BA,0.035836435
4,tdn,tdlb,soil,BA,0.027179885
4,tdn,tdlb,soil,BA,0.029740335
4,tdn,tdlb,soil,BA,0.02897128
4,tdn,tdlb,soil,BA,0.023043305
6,tdn,tdlb,soil,BA,0.034729269
6,tdn,tdlb,soil,BA,0.02756399
6,tdn,tdlb,soil,BA,0.018302371
6,tdn,tdlb,soil,BA,0.008540069
6,tdn,tdlb,soil,BA,0.016207843
8,tdn,tdlb,soil,BA,0.007367332
8,tdn,tdlb,soil,BA,0.025528471
8,tdn,tdlb,soil,BA,0.018258126
8,tdn,tdlb,soil,BA,0.019769079
8,tdn,tdlb,soil,BA,0.006800223
10,tdn,tdlb,soil,BA,0.027177933
10,tdn,tdlb,soil,BA,0.025174949
10,tdn,tdlb,soil,BA,0.021523508
10,tdn,tdlb,soil,BA,0.017572549
10,tdn,tdlb,soil,BA,0.010874743
